,sexo,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,posse_de_veiculo_Y,posse_de_imovel_Y
2499,F,0,Working,Secondary / secondary special,Single / not married,House / apartment,26.756164383561643,0.8301369863013699,1,1,0,1,1.0,False,True,False
2500,F,0,Working,Secondary / secondary special,Married,With parents,33.558904109589044,8.753424657534246,1,1,0,0,2.0,False,True,False
2501,F,0,Pensioner,Higher education,Single / not married,House / apartment,58.057534246575344,-1000.6657534246576,1,0,1,0,1.0,False,False,False
2502,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,54.62739726027397,17.254794520547946,1,1,0,0,2.0,False,True,False
2503,M,0,Working,Secondary / secondary special,Married,House / apartment,33.41095890410959,5.498630136986302,1,0,0,0,2.0,False,False,False
2504,F,0,Working,Secondary / secondary special,Married,Office apartment,54.136986301369866,5.750684931506849,1,0,0,0,2.0,False,False,False
2505,F,0,Working,Secondary / secondary special,Married,House / apartment,48.49589041095891,29.51506849315069,1,0,0,0,2.0,False,False,False
2506,F,1,Working,Secondary / secondary special,Married,House / apartment,39.15068493150685,3.5835616438356164,1,0,1,0,3.0,False,False,False
2507,M,1,Working,Secondary / secondary special,Married,Rented apartment,31.734246575342464,9.334246575342464,1,1,0,0,3.0,False,True,False
2508,M,0,Working,Incomplete higher,Married,House / apartment,39.12054794520548,5.917808219178082,1,0,1,0,2.0,False,False,False
2509,M,1,Working,Higher education,Married,House / apartment,41.21917808219178,12.838356164383562,1,0,1,0,3.0,False,True,False
2510,M,1,Working,Secondary / secondary special,Married,House / apartment,44.9972602739726,3.994520547945205,1,0,0,0,3.0,False,False,False
2511,M,0,Working,Higher education,Married,House / apartment,28.197260273972603,9.668493150684933,1,1,0,0,2.0,False,True,False
2512,F,0,Working,Secondary / secondary special,Married,House / apartment,46.96712328767124,15.087671232876712,1,0,1,0,2.0,False,False,False
2513,F,1,Working,Higher education,Married,House / apartment,35.136986301369866,0.410958904109589,1,0,0,0,3.0,False,False,False
2514,M,0,Commercial associate,Secondary / secondary special,Married,With parents,24.85753424657534,1.915068493150685,1,1,0,0,2.0,False,False,False
2515,M,2,Working,Higher education,Married,House / apartment,32.153424657534245,1.991780821917808,1,0,0,0,4.0,False,True,False
2516,F,0,Pensioner,Secondary / secondary special,Separated,House / apartment,58.94794520547945,-1000.6657534246576,1,0,0,0,1.0,False,False,False
2517,F,0,Commercial associate,Higher education,Widow,House / apartment,49.49041095890411,9.082191780821915,1,1,0,0,1.0,False,True,False
2518,F,0,Commercial associate,Higher education,Single / not married,House / apartment,28.326027397260276,1.0767123287671232,1,1,0,0,1.0,False,False,False
2519,M,0,Working,Secondary / secondary special,Married,House / apartment,55.16712328767123,4.917808219178082,1,0,1,0,2.0,False,True,False
2520,M,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,33.28219178082192,4.994520547945205,1,0,1,0,1.0,False,False,False
2521,M,0,Commercial associate,Incomplete higher,Married,House / apartment,44.342465753424655,0.7479452054794521,1,0,1,0,2.0,False,True,False
2522,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,28.51780821917808,3.665753424657534,1,1,0,0,2.0,False,False,False
2523,F,0,Working,Higher education,Married,House / apartment,36.16986301369863,7.249315068493151,1,1,0,0,2.0,False,False,False
2524,F,0,Working,Secondary / secondary special,Single / not married,House / apartment,54.895890410958906,13.504109589041096,1,0,1,0,1.0,False,False,False
2525,F,0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38.08767123287672,4.665753424657535,1,1,0,0,2.0,False,True,False
2526,F,1,Working,Secondary / secondary special,Married,House / apartment,30.83835616438356,0.9917808219178084,1,0,1,0,3.0,False,False,False
2527,M,1,Working,Higher education,Married,House / apartment,33.536986301369865,4.331506849315068,1,1,0,0,3.0,False,True,False
2528,F,0,Working,Secondary / secondary special,Married,House / apartment,31.2054794520548,1.4109589041095891,1,0,1,0,2.0,False,False,False
2529,F,2,Working,Secondary / secondary special,Married,House / apartment,33.61643835616438,0.410958904109589,1,0,1,0,4.0,False,True,False
2530,M,2,Working,Secondary / secondary special,Married,With parents,30.96164383561644,6.164383561643835,1,1,0,0,4.0,False,True,False
2531,M,1,State servant,Higher education,Married,House / apartment,39.07945205479452,7.501369863013698,1,0,0,0,3.0,False,True,False
2532,F,2,Commercial associate,Secondary / secondary special,Married,House / apartment,40.50958904109589,2.663013698630137,1,1,0,0,4.0,False,False,False
2533,F,2,Working,Secondary / secondary special,Married,House / apartment,31.54794520547945,0.2438356164383561,1,1,0,0,4.0,False,False,False
2534,M,0,Working,Secondary / secondary special,Married,House / apartment,32.010958904109586,4.413698630136986,1,0,0,0,2.0,False,False,False
2535,F,0,Pensioner,Higher education,Single / not married,House / apartment,57.778082191780825,-1000.6657534246576,1,0,1,0,1.0,False,False,False
2536,F,0,Working,Secondary / secondary special,Married,House / apartment,28.96712328767123,3.246575342465753,1,1,1,0,2.0,False,False,False
2537,M,2,Commercial associate,Secondary / secondary special,Married,House / apartment,31.301369863013697,12.67123287671233,1,1,0,0,4.0,False,True,False
2538,M,0,Working,Secondary / secondary special,Married,House / apartment,27.813698630136987,7.082191780821918,1,1,0,0,2.0,False,False,False
2539,M,2,Commercial associate,Higher education,Married,House / apartment,39.89315068493151,13.0,1,0,1,0,4.0,False,True,False
2540,M,0,State servant,Secondary / secondary special,Single / not married,With parents,25.69041095890411,6.665753424657535,1,0,0,0,1.0,False,False,False
2541,M,0,State servant,Secondary / secondary special,Single / not married,With parents,25.69041095890411,6.665753424657535,1,0,0,0,1.0,True,False,False
2542,F,1,Working,Secondary / secondary special,Civil marriage,House / apartment,34.83835616438356,1.0767123287671232,1,1,0,0,3.0,False,False,False
2543,F,0,Working,Secondary / secondary special,Married,House / apartment,38.52054794520548,20.175342465753424,1,1,0,0,2.0,False,True,False
2544,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,55.57534246575342,4.750684931506849,1,1,1,0,2.0,False,False,False
2545,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,55.57534246575342,4.750684931506849,1,1,1,0,2.0,True,False,False
2546,M,3,Working,Secondary / secondary special,Married,House / apartment,37.65753424657535,0.5808219178082191,1,0,0,0,5.0,False,False,False
2547,F,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,61.59178082191781,-1000.6657534246576,1,0,1,0,2.0,False,False,False
2548,M,0,Working,Secondary / secondary special,Married,House / apartment,62.41095890410959,26.931506849315067,1,1,0,0,2.0,False,False,False
2549,F,0,Working,Secondary / secondary special,Married,House / apartment,56.55068493150685,2.915068493150685,1,0,1,0,2.0,False,True,False
2550,F,0,Working,Secondary / secondary special,Single / not married,House / apartment,33.83013698630137,1.1616438356164382,1,1,1,0,1.0,False,False,False
2551,M,0,State servant,Secondary / secondary special,Civil marriage,House / apartment,60.78630136986301,14.838356164383562,1,0,0,0,2.0,False,False,False
2552,M,0,Working,Higher education,Married,House / apartment,29.83013698630137,2.9945205479452053,1,1,0,0,2.0,False,False,False
2553,F,0,Pensioner,Secondary / secondary special,Widow,House / apartment,56.77534246575343,-1000.6657534246576,1,0,1,0,1.0,False,False,False
2554,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,50.74794520547945,-1000.6657534246576,1,0,0,0,2.0,False,False,False
2555,M,3,State servant,Secondary / secondary special,Married,House / apartment,39.30958904109589,1.991780821917808,1,0,0,1,5.0,False,False,False
2556,F,0,State servant,Higher education,Married,House / apartment,37.68219178082192,7.920547945205479,1,1,1,0,2.0,False,False,False
2557,M,0,Commercial associate,Higher education,Married,With parents,35.673972602739724,13.923287671232876,1,1,0,0,2.0,False,False,False
2558,M,2,Pensioner,Secondary / secondary special,Married,House / apartment,55.52328767123288,-1000.6657534246576,1,0,0,0,4.0,False,True,False
2559,M,0,Pensioner,Higher education,Married,House / apartment,53.75068493150685,-1000.6657534246576,1,0,0,0,2.0,False,False,True
2560,M,0,Working,Higher education,Married,House / apartment,49.07945205479452,3.164383561643836,1,0,0,0,2.0,False,True,True
2561,M,1,Working,Secondary / secondary special,Married,House / apartment,51.87397260273973,5.2465753424657535,1,0,1,0,3.0,False,True,False
2562,M,0,Working,Secondary / secondary special,Single / not married,With parents,28.339726027397266,8.416438356164383,1,1,1,0,1.0,False,True,True
2563,F,1,Working,Secondary / secondary special,Civil marriage,House / apartment,34.42191780821918,2.243835616438356,1,1,1,0,3.0,False,True,True
2564,F,0,Working,Secondary / secondary special,Married,House / apartment,43.24657534246575,3.5835616438356164,1,0,0,0,2.0,False,False,True
2565,F,0,Pensioner,Secondary / secondary special,Separated,House / apartment,62.83835616438356,-1000.6657534246576,1,0,0,0,1.0,False,False,True
2566,F,0,Commercial associate,Higher education,Separated,House / apartment,33.156164383561645,3.246575342465753,1,0,0,0,1.0,False,True,True
2567,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.1972602739726,-1000.6657534246576,1,0,0,0,2.0,False,False,True
2568,F,1,Working,Higher education,Married,House / apartment,27.435616438356163,6.331506849315068,1,0,0,0,3.0,False,True,True
2569,F,2,Working,Secondary / secondary special,Married,House / apartment,45.50958904109589,22.92876712328767,1,0,0,0,4.0,True,False,False
2570,F,2,Commercial associate,Secondary / secondary special,Married,House / apartment,37.983561643835614,3.8328767123287673,1,0,0,0,4.0,False,False,True
2571,F,0,Working,Secondary / secondary special,Married,House / apartment,43.25205479452055,5.994520547945205,1,1,0,0,2.0,False,False,True
2572,M,1,Commercial associate,Secondary / secondary special,Married,House / apartment,44.33972602739726,2.747945205479452,1,0,0,0,3.0,False,False,True
2573,F,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,65.62191780821918,-1000.6657534246576,1,0,0,0,2.0,False,True,True
2574,F,0,Pensioner,Secondary / secondary special,Separated,House / apartment,64.74520547945205,-1000.6657534246576,1,0,0,0,1.0,False,False,True
2575,M,1,Working,Secondary / secondary special,Married,House / apartment,50.46849315068493,3.5835616438356164,1,0,0,0,3.0,False,False,True
2576,F,2,State servant,Secondary / secondary special,Married,House / apartment,40.227397260273975,14.67123287671233,1,0,0,0,4.0,False,True,True
2577,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,61.18082191780822,-1000.6657534246576,1,0,0,0,2.0,False,False,True
2578,F,0,Working,Secondary / secondary special,Widow,House / apartment,50.83287671232877,14.756164383561645,1,1,0,0,1.0,False,False,True
2579,M,0,Working,Secondary / secondary special,Single / not married,House / apartment,42.16164383561644,1.663013698630137,1,0,0,0,1.0,False,True,True
2580,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,59.88767123287671,-1000.6657534246576,1,0,0,0,2.0,False,False,True
2581,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,31.02739726027397,6.665753424657535,1,0,0,0,2.0,False,True,True
2582,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,57.74246575342466,-1000.6657534246576,1,0,0,0,2.0,False,False,True
2583,F,0,Working,Secondary / secondary special,Single / not married,Municipal apartment,48.52054794520548,19.005479452054796,1,0,0,0,1.0,False,True,False
2584,F,0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.367123287671234,-1000.6657534246576,1,0,0,0,1.0,False,False,True
2585,M,0,Working,Higher education,Married,House / apartment,42.31232876712329,1.0767123287671232,1,0,0,0,2.0,False,True,True
2586,F,2,Working,Secondary / secondary special,Married,House / apartment,37.1013698630137,1.1616438356164382,1,0,1,0,4.0,False,False,True
2587,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,53.2958904109589,10.082191780821915,1,0,0,0,2.0,False,False,False
2588,F,0,Working,Secondary / secondary special,Separated,House / apartment,59.93972602739726,21.50958904109589,1,0,0,0,1.0,False,False,True
2589,F,0,Pensioner,Secondary / secondary special,Widow,House / apartment,63.83561643835616,-1000.6657534246576,1,0,1,0,1.0,False,False,True
2590,M,0,Working,Higher education,Single / not married,House / apartment,29.312328767123287,4.2465753424657535,1,0,0,0,1.0,False,True,True
2591,M,0,Commercial associate,Higher education,Single / not married,House / apartment,27.895890410958906,6.583561643835616,1,0,0,0,1.0,False,False,True
2592,M,2,Working,Higher education,Married,Rented apartment,41.0986301369863,3.4136986301369863,1,0,0,0,4.0,False,False,False
2593,M,0,Working,Higher education,Married,House / apartment,45.35068493150685,18.926027397260277,1,0,0,0,2.0,False,True,True
2594,F,1,Working,Secondary / secondary special,Married,House / apartment,39.55342465753424,6.413698630136986,1,0,0,0,3.0,False,False,False
2595,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.11506849315069,1.747945205479452,1,1,1,0,2.0,False,False,True
2596,M,2,Working,Higher education,Single / not married,House / apartment,32.553424657534244,0.4958904109589041,1,0,0,0,3.0,False,True,True
2597,F,2,Working,Secondary / secondary special,Separated,House / apartment,31.08219178082192,9.416438356164385,1,0,0,0,3.0,False,False,True
2598,F,1,Commercial associate,Higher education,Married,House / apartment,30.252054794520543,4.331506849315068,1,0,0,0,3.0,False,False,False
2599,F,0,State servant,Secondary / secondary special,Married,House / apartment,55.342465753424655,25.76438356164384,1,1,0,0,2.0,False,False,True
2600,F,2,Working,Secondary / secondary special,Married,House / apartment,43.26575342465753,17.087671232876712,1,1,1,0,4.0,False,False,True
2601,M,0,State servant,Secondary / secondary special,Civil marriage,House / apartment,25.22739726027397,6.832876712328767,1,0,0,0,2.0,False,False,True
2602,M,0,Working,Secondary / secondary special,Married,House / apartment,58.52602739726027,4.164383561643835,1,0,0,0,2.0,False,False,True
2603,F,0,Working,Higher education,Married,House / apartment,43.87123287671233,4.156164383561644,1,0,1,0,2.0,False,False,True
2604,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.15068493150685,0.6547945205479452,1,1,0,0,2.0,False,True,True
2605,M,0,Working,Secondary / secondary special,Married,House / apartment,57.84109589041096,6.821917808219178,1,1,1,0,2.0,False,True,True
2606,F,0,State servant,Higher education,Single / not married,House / apartment,38.701369863013696,7.326027397260274,1,0,0,1,1.0,False,True,True
2607,F,0,Working,Secondary / secondary special,Married,House / apartment,46.46027397260274,2.068493150684932,1,0,1,0,2.0,False,True,True
2608,M,3,Working,Secondary / secondary special,Married,With parents,44.07397260273972,2.73972602739726,1,1,1,0,5.0,False,False,False
2609,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,66.25205479452055,-1000.6657534246576,1,0,1,0,2.0,False,False,True
2610,M,2,Commercial associate,Higher education,Married,House / apartment,50.14246575342466,5.8191780821917805,1,0,0,0,4.0,False,True,True
2611,F,0,Working,Secondary / secondary special,Separated,House / apartment,50.71780821917808,3.3232876712328765,1,0,0,0,1.0,False,False,True
2612,F,0,Working,Secondary / secondary special,Separated,House / apartment,29.03287671232877,1.5726027397260274,1,1,0,0,1.0,False,True,True
2613,F,0,Working,Secondary / secondary special,Civil marriage,House / apartment,55.03013698630137,8.821917808219178,1,0,0,0,2.0,False,False,False
2614,F,1,Working,Secondary / secondary special,Separated,House / apartment,43.57534246575342,13.747945205479452,1,1,1,0,2.0,False,False,True
2615,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,31.59178082191781,6.49041095890411,1,1,1,0,2.0,False,False,True
2616,F,0,Working,Secondary / secondary special,Married,House / apartment,49.97260273972603,12.495890410958904,1,0,0,0,2.0,False,False,False
2617,F,0,State servant,Secondary / secondary special,Single / not married,House / apartment,45.93150684931507,15.827397260273973,1,0,0,0,1.0,False,True,True
2618,F,0,State servant,Higher education,Married,House / apartment,41.73698630136986,21.24931506849315,1,0,0,0,2.0,False,False,False
2619,F,0,Working,Secondary / secondary special,Married,House / apartment,59.83835616438356,3.5753424657534247,1,0,0,0,2.0,False,False,True
2620,F,0,State servant,Secondary / secondary special,Married,House / apartment,56.8,26.252054794520543,1,1,0,0,2.0,False,True,True
2621,M,0,Working,Secondary / secondary special,Married,House / apartment,51.53424657534247,10.493150684931509,1,1,0,0,2.0,False,True,True
2622,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,31.605479452054794,2.572602739726028,1,0,0,0,2.0,False,False,False
2623,F,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64.26575342465753,-1000.6657534246576,1,0,1,0,1.0,False,True,True
2624,M,0,Pensioner,Higher education,Married,House / apartment,67.9945205479452,-1000.6657534246576,1,0,0,0,2.0,False,True,True
2625,M,0,State servant,Secondary / secondary special,Married,House / apartment,53.227397260273975,9.821917808219178,1,1,0,0,2.0,False,True,True
2626,F,0,Working,Secondary / secondary special,Civil marriage,With parents,35.104109589041094,2.1534246575342464,1,0,0,0,2.0,False,False,True
2627,M,0,Working,Secondary / secondary special,Married,House / apartment,33.298630136986304,4.238356164383561,1,0,0,0,2.0,False,True,True
2628,F,0,State servant,Secondary / secondary special,Single / not married,House / apartment,32.99178082191781,6.323287671232877,1,0,0,1,1.0,False,False,True
2629,M,0,Working,Incomplete higher,Separated,House / apartment,59.131506849315066,15.416438356164385,1,0,0,0,1.0,False,True,True
2630,F,1,Working,Higher education,Married,House / apartment,31.863013698630137,10.326027397260274,1,0,0,0,3.0,True,False,False
2631,F,3,State servant,Higher education,Married,House / apartment,43.83561643835616,20.27671232876712,1,0,0,0,5.0,False,False,True
2632,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.10958904109589,-1000.6657534246576,1,0,1,0,2.0,False,False,True
2633,F,1,Commercial associate,Incomplete higher,Married,House / apartment,43.93972602739726,0.4301369863013699,1,0,0,0,3.0,False,True,False
2634,F,0,State servant,Secondary / secondary special,Single / not married,With parents,56.44657534246576,1.5972602739726027,1,0,0,0,1.0,False,False,True
2635,F,2,State servant,Secondary / secondary special,Married,House / apartment,39.342465753424655,12.767123287671232,1,0,1,1,4.0,False,False,False
2636,M,0,Commercial associate,Higher education,Married,House / apartment,48.4986301369863,19.528767123287672,1,1,1,0,2.0,False,True,True
2637,M,0,Working,Secondary / secondary special,Civil marriage,House / apartment,48.13424657534247,14.104109589041096,1,0,0,0,2.0,False,False,True
2638,F,0,Commercial associate,Secondary / secondary special,Single / not married,With parents,35.4,4.6,1,0,0,0,1.0,False,False,True
2639,M,0,Working,Incomplete higher,Married,House / apartment,47.23835616438356,2.347945205479452,1,0,1,0,2.0,False,True,True
2640,M,0,Working,Secondary / secondary special,Married,House / apartment,64.17534246575343,40.78630136986301,1,0,0,0,2.0,False,True,False
2641,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.24109589041096,3.0986301369863014,1,0,0,0,2.0,False,True,True
2642,F,0,Working,Secondary / secondary special,Married,House / apartment,49.4986301369863,17.854794520547944,1,1,1,1,2.0,False,False,True
2643,F,0,Pensioner,Higher education,Married,House / apartment,59.65753424657535,-1000.6657534246576,1,0,0,0,2.0,False,False,False
2644,F,0,Working,Higher education,Married,House / apartment,59.95616438356164,4.098630136986301,1,0,1,0,2.0,False,True,True
2645,F,1,Working,Secondary / secondary special,Married,With parents,29.51780821917808,7.101369863013699,1,0,0,0,3.0,False,False,False
2646,F,0,Working,Secondary / secondary special,Married,House / apartment,34.87397260273973,13.523287671232875,1,1,0,0,2.0,False,False,True
2647,M,1,Working,Secondary / secondary special,Married,House / apartment,23.46575342465753,1.158904109589041,1,0,0,1,3.0,False,False,True
2648,M,1,Commercial associate,Secondary / secondary special,Married,With parents,48.95342465753425,5.238356164383561,1,0,0,0,3.0,False,False,False
2649,F,0,Commercial associate,Higher education,Married,House / apartment,40.81369863013698,9.41095890410959,1,1,1,1,2.0,False,False,True
2650,F,0,State servant,Higher education,Married,House / apartment,48.83287671232877,4.657534246575342,1,0,0,0,2.0,False,True,True
2651,F,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.41369863013698,-1000.6657534246576,1,0,0,0,1.0,False,False,True
2652,F,0,Working,Secondary / secondary special,Married,House / apartment,61.55068493150685,35.26027397260274,1,1,1,0,2.0,False,False,True
2653,F,0,Working,Secondary / secondary special,Civil marriage,House / apartment,47.00821917808219,18.654794520547945,1,0,0,0,2.0,False,False,True
2654,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.90684931506849,-1000.6657534246576,1,0,0,0,2.0,False,False,True
2655,F,0,Working,Secondary / secondary special,Married,House / apartment,54.50958904109589,4.312328767123288,1,1,0,0,2.0,False,False,True
2656,F,0,Pensioner,Higher education,Separated,House / apartment,67.42739726027398,-1000.6657534246576,1,0,0,0,1.0,True,False,True
2657,F,0,Working,Secondary / secondary special,Civil marriage,House / apartment,27.09041095890411,5.564383561643836,1,0,0,0,2.0,False,False,False
2658,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.48767123287672,-1000.6657534246576,1,0,1,0,2.0,False,False,True
2659,F,0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,55.136986301369866,-1000.6657534246576,1,0,0,0,1.0,True,False,False
2660,F,0,Working,Secondary / secondary special,Married,House / apartment,47.85753424657534,0.9726027397260274,1,1,1,0,2.0,False,False,True
2661,F,1,Working,Higher education,Married,House / apartment,31.64109589041096,2.9753424657534246,1,0,0,0,3.0,False,False,True
2662,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.38630136986301,25.07397260273973,1,0,1,0,2.0,False,False,False
2663,M,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,57.61917808219178,-1000.6657534246576,1,0,0,0,2.0,False,False,True
2664,F,0,Pensioner,Secondary / secondary special,Widow,House / apartment,52.98630136986301,-1000.6657534246576,1,0,1,0,1.0,False,False,True
2665,M,0,Pensioner,Higher education,Married,House / apartment,58.65753424657535,-1000.6657534246576,1,0,0,0,2.0,False,False,True
2666,F,0,Working,Secondary / secondary special,Married,House / apartment,51.0986301369863,21.23835616438356,1,1,1,0,2.0,False,False,True
2667,M,0,Working,Higher education,Married,House / apartment,35.18630136986302,7.147945205479452,1,0,0,0,2.0,False,True,True
2668,F,1,State servant,Secondary / secondary special,Married,House / apartment,38.43287671232877,8.978082191780821,1,0,0,0,3.0,False,False,True
2669,F,1,Commercial associate,Higher education,Married,House / apartment,39.73698630136986,6.898630136986301,1,0,0,0,3.0,False,True,False
2670,F,0,State servant,Secondary / secondary special,Married,House / apartment,38.06575342465754,6.7315068493150685,1,0,0,0,2.0,False,False,True
2671,F,0,Working,Higher education,Married,House / apartment,47.57808219178082,6.646575342465753,1,0,0,0,2.0,False,False,True
2672,F,2,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,34.20821917808219,4.975342465753425,1,0,0,0,4.0,False,False,True
2673,M,1,State servant,Secondary / secondary special,Married,House / apartment,27.96986301369863,2.3917808219178083,1,0,0,0,3.0,False,False,True
2674,M,0,Pensioner,Higher education,Separated,House / apartment,56.68219178082192,-1000.6657534246576,1,0,0,0,1.0,False,True,True
2675,M,0,Working,Secondary / secondary special,Single / not married,House / apartment,41.67945205479453,3.6465753424657534,1,0,0,0,1.0,False,False,False
2676,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,62.394520547945206,-1000.6657534246576,1,0,0,0,2.0,False,False,True
2677,M,1,Commercial associate,Secondary / secondary special,Married,House / apartment,23.895890410958906,2.728767123287671,1,0,0,0,3.0,False,False,True
2678,F,0,Commercial associate,Secondary / secondary special,Married,With parents,39.95890410958904,9.315068493150685,1,1,1,0,2.0,False,False,True
2679,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,59.86301369863013,-1000.6657534246576,1,0,0,0,2.0,False,False,True
2680,M,0,Working,Secondary / secondary special,Single / not married,Municipal apartment,25.32054794520548,1.3917808219178085,1,0,0,0,1.0,False,False,False
2681,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.983561643835614,-1000.6657534246576,1,0,1,0,2.0,False,False,True
2682,M,0,Pensioner,Secondary / secondary special,Married,House / apartment,64.55616438356165,-1000.6657534246576,1,0,1,0,2.0,False,True,True
2683,F,0,Working,Higher education,Single / not married,House / apartment,54.21643835616438,10.063013698630137,1,0,0,0,1.0,False,False,True
2684,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.55342465753424,-1000.6657534246576,1,0,0,0,2.0,False,True,True
2685,M,0,Pensioner,Higher education,Married,House / apartment,60.035616438356165,-1000.6657534246576,1,0,1,0,2.0,False,True,False
2686,M,0,State servant,Secondary / secondary special,Married,House / apartment,40.89315068493151,8.882191780821918,1,1,0,0,2.0,False,True,False
2687,M,0,Working,Higher education,Married,House / apartment,29.40821917808219,6.879452054794521,1,0,1,0,2.0,False,False,False
2688,F,0,Working,Secondary / secondary special,Single / not married,House / apartment,25.980821917808218,2.126027397260274,1,0,0,1,1.0,False,False,False
2689,F,3,Working,Secondary / secondary special,Married,House / apartment,30.487671232876718,8.882191780821918,1,1,0,0,5.0,False,True,False
2690,F,3,Working,Secondary / secondary special,Married,House / apartment,30.487671232876718,8.882191780821918,1,1,0,0,5.0,True,True,False
2691,F,1,Working,Secondary / secondary special,Civil marriage,House / apartment,41.032876712328765,18.553424657534247,1,0,0,1,3.0,False,False,True
2692,M,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,26.16986301369863,4.293150684931507,1,0,0,0,1.0,False,True,True
2693,M,1,Working,Secondary / secondary special,Married,House / apartment,43.20821917808219,10.967123287671232,1,0,0,0,3.0,False,True,True
2694,M,0,Working,Higher education,Civil marriage,House / apartment,54.81643835616438,15.3013698630137,1,0,0,0,2.0,False,False,True
2695,F,1,State servant,Higher education,Married,House / apartment,36.93698630136986,13.136986301369864,1,0,0,0,3.0,False,False,True
2696,M,0,State servant,Higher education,Married,House / apartment,52.36438356164384,7.715068493150685,1,0,1,1,2.0,False,False,True
2697,F,2,Working,Higher education,Married,House / apartment,38.98082191780822,16.301369863013697,1,0,0,0,4.0,False,False,True
2698,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.778082191780825,-1000.6657534246576,1,0,0,0,2.0,False,True,True
2699,M,0,Working,Secondary / secondary special,Married,House / apartment,52.14246575342466,1.1287671232876713,1,1,0,0,2.0,False,True,True
2700,M,3,Working,Secondary / secondary special,Married,House / apartment,36.43835616438356,10.04931506849315,1,0,1,0,5.0,False,True,True
2701,M,0,Working,Secondary / secondary special,Married,House / apartment,34.56438356164384,2.128767123287671,1,0,0,0,2.0,False,True,True
2702,F,1,State servant,Higher education,Married,House / apartment,30.052054794520547,9.547945205479452,1,0,0,1,3.0,False,False,True
2703,F,1,Working,Secondary / secondary special,Civil marriage,With parents,31.69041095890411,1.7945205479452055,1,0,0,1,3.0,False,False,True
2704,M,2,Working,Secondary / secondary special,Married,House / apartment,29.876712328767123,5.131506849315069,1,0,0,1,4.0,False,False,True
2705,M,14,Working,Secondary / secondary special,Separated,House / apartment,48.64109589041096,4.627397260273972,1,0,0,0,15.0,False,True,True
2706,M,0,Working,Higher education,Married,House / apartment,46.42191780821918,3.627397260273973,1,0,0,0,2.0,False,True,True
2707,F,0,Pensioner,Higher education,Married,House / apartment,59.94794520547945,-1000.6657534246576,1,0,0,0,2.0,False,False,True
2708,F,0,Working,Incomplete higher,Civil marriage,House / apartment,25.48219178082192,4.7972602739726025,1,0,0,0,2.0,False,False,True
2709,M,1,Working,Secondary / secondary special,Civil marriage,House / apartment,30.638356164383563,0.8767123287671232,1,1,1,0,3.0,False,False,True
2710,F,0,Working,Secondary / secondary special,Married,House / apartment,45.73150684931507,5.208219178082191,1,0,0,0,2.0,False,False,True
2711,F,0,Working,Higher education,Married,House / apartment,50.515068493150686,26.64109589041096,1,0,1,0,2.0,False,True,True
2712,M,0,Working,Secondary / secondary special,Married,House / apartment,38.71232876712329,7.882191780821918,1,1,1,1,2.0,False,False,False
2713,F,0,State servant,Secondary / secondary special,Married,House / apartment,38.94794520547945,18.216438356164385,1,1,1,0,2.0,False,False,False
2714,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,63.07123287671233,-1000.6657534246576,1,0,0,0,2.0,False,False,True
